Station Code,Water Quality,Locations,State Name,TEMPERATURE (degree Centigrade)-Minimum,TEMPERATURE (degree Centigrade)-Maximum,TEMPERATURE (degree Centigrade)-Mean,Dissolved Oxygen(D.O.) (mg/l)-Minimum,Dissolved Oxygen(D.O.) (mg/l)-Maximum,Dissolved Oxygen(D.O.) (mg/l)-Mean,pH-Minimum,pH-Maximum,pH-Mean,CONDUCTIVITY (umhos/cm)-Minimum,CONDUCTIVITY (umhos/cm)-Maximum,CONDUCTIVITY (umhos/cm)-Mean,Biochemical oxygen demand (B.O.D.) (mg/l)-Minimum,Biochemical oxygen demand (B.O.D.) (mg/l)-Maximum,Biochemical oxygen demand (B.O.D.) (mg/l)-Mean,NITRATE- N+ NITRITE-N (mg/l)-Minimum,NITRATE- N+ NITRITE-N (mg/l)-Maximum,NITRATE- N+ NITRITE-N (mg/l)-Mean,FECAL COLIFORM (MPN/100ml)-Minimum,FECAL COLIFORM (MPN/100ml)-Maximum,FECAL COLIFORM (MPN/100ml)-Mean,TOTAL COLIFORM (MPN/100ml)-Minimum,TOTAL COLIFORM (MPN/100ml)-Maximum,TOTAL COLIFORM (MPN/100ml)-Mean,FLUORIDE(mg/l)-Minimum,FLUORIDE(mg/l)-Maximum,FLUORIDE(mg/l)-Mean,WaterQualityCategory_encoded
1871,WATER QUALITY OF MEDIUM & MINOR RIVERS,"RIVER MARKANDA AT PAONTA, DISTT.SIRMOUR, H.P.",HIMACHAL PRADESH,15.0,26.0,21.4,6.2,10.1,8.3,7.3,8.0,7.6,167.0,461.0,334.0,0.4,1.6,1.0,0.03,1.13,0.49,4.0,12.0,9.0,8.0,26.0,16.0,0.4,0.5696,0.51,5
2624,WATER QUALITY OF MEDIUM & MINOR RIVERS,MARKANDA UPSTREAM KALA AMB,HIMACHAL PRADESH,12.0,28.0,22.3,6.1,9.9,8.2,6.8,8.1,7.7,163.0,398.0,316.0,0.8,1.6,1.2,0.04,1.0,0.48,6.0,17.0,11.0,12.0,43.0,20.0,0.4,0.5696,0.51,5
1884,WATER QUALITY OF MEDIUM & MINOR RIVERS,KALA AMB DOWNSTREAM MARKANDA RIVER,HARYANA,17.0,20.0,18.3,0.8,5.2,3.1,6.9,8.3,7.8,378.0,2650.0,1261.0,4.5,535.0,195.4,1.1,8.46,4.78,40.0,500.0,259.0,110.0,700.0,409.0,0.4,0.5696,0.51,5
2625,WATER QUALITY OF MEDIUM & MINOR RIVERS,MARKANDA DOWNSTREAM KALA AMB/ BOUNDARYOF HARYANA,HIMACHAL PRADESH,14.0,28.0,22.8,6.0,9.8,8.3,6.8,8.2,7.6,169.0,377.0,304.0,0.8,1.8,1.2,0.04,1.7,0.51,5.0,21.0,12.0,10.0,43.0,20.0,0.4,0.5696,0.51,5
1870,WATER QUALITY OF MEDIUM & MINOR RIVERS,"RIVER SUKHANA AT PARWANOO,DISTT. SOLAN, H.P.",HIMACHAL PRADESH,8.0,31.0,21.8,1.2,9.0,5.5,6.8,8.3,7.6,302.0,1589.0,743.0,0.2,26.0,7.6,0.0,3.58,1.02,26.0,136.0,81.0,80.0,250.0,166.0,0.4,0.5696,0.51,5
2948,WATER QUALITY OF MEDIUM & MINOR RIVERS,"RIVER BANDI AT HEMAWAS DAM, PALI,RAJASTHAN",RAJASTHAN,21.0,32.0,26.9,1.7,7.1,5.1,7.0,8.3,7.8,420.0,830.0,657.0,0.8,2.3,1.7,0.02,0.42,0.26,4.0,20.0,6.0,9.0,75.0,23.0,0.4,0.5696,0.51,5
2947,WATER QUALITY OF MEDIUM & MINOR RIVERS,"RIVER JAWAI AT JAWAI DAM, SIROHI,RAJASTHAN",RAJASTHAN,10.0,41.0,27.3,3.2,7.6,5.3,7.2,8.3,7.8,380.0,1340.0,623.0,0.6,3.4,1.7,0.02,0.58,0.37,3.0,7.0,4.0,7.0,76.0,18.0,0.4,0.5696,0.51,5
1717,WATER QUALITY OF MEDIUM & MINOR RIVERS,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,10.0,29.0,20.4,1.6,7.0,5.5,6.8,8.2,7.5,170.0,600.0,278.0,0.2,2.8,1.4,0.02,0.38,0.2,3.0,7.0,5.0,7.0,1100.0,105.0,0.4,0.5696,0.51,5
2949,WATER QUALITY OF MEDIUM & MINOR RIVERS,"RIVER LUNI AT RANAKPUR DAM,RANAKPUR, PALI, RAJASTHAN",RAJASTHAN,19.0,40.0,27.7,4.8,7.1,5.8,7.0,8.4,7.8,500.0,2100.0,1162.0,0.6,2.6,1.5,0.02,1.84,0.59,3.0,4.0,4.0,4.0,20.0,12.0,0.4,0.5696,0.51,5
2869,WATER QUALITY OF MEDIUM & MINOR RIVERS,BARAK RIVER AT SENAPATI,MANIPUR,19.0,19.0,19.0,8.7,8.7,8.7,7.1,7.1,7.1,252.0,252.0,252.0,4.9,4.9,4.9,0.11,1.21,0.55,40.0,500.0,259.0,10.0,10.0,10.0,0.4,0.5696,0.51,5
2875,WATER QUALITY OF MEDIUM & MINOR RIVERS,"BARAK RIVER AT N.H. 53, TAMENGLONG DISTT., MANIPUR",MANIPUR,26.0,26.0,26.0,5.1,5.1,5.1,7.2,7.2,7.2,17.0,17.0,17.0,1.0,1.0,1.0,0.11,1.21,0.55,40.0,500.0,259.0,10.0,10.0,10.0,0.4,0.5696,0.51,5
2868,WATER QUALITY OF MEDIUM & MINOR RIVERS,CHAKPI AT CHAKPI KARONG,MANIPUR,19.0,19.0,19.0,10.0,10.0,10.0,7.4,7.4,7.4,157.0,157.0,157.0,0.6,0.6,0.6,0.11,1.21,0.55,40.0,500.0,259.0,5.0,5.0,5.0,0.4,0.5696,0.51,5
1424,WATER QUALITY OF MEDIUM & MINOR RIVERS,"IMPHAL AT MAHABALI, MANIPUR",MANIPUR,15.0,26.0,21.8,4.1,8.3,5.9,6.9,7.2,7.0,28.0,375.0,164.0,1.2,2.5,1.6,0.11,1.21,0.55,40.0,500.0,259.0,15.0,150.0,74.0,0.4,0.5696,0.51,5
1457,WATER QUALITY OF MEDIUM & MINOR RIVERS,"IMPHAL AT KOIRENGEI, MANIPUR",MANIPUR,14.0,27.0,22.3,4.8,7.5,6.1,7.0,7.6,7.3,112.0,198.0,141.0,0.6,2.0,1.4,0.11,1.21,0.55,40.0,500.0,259.0,5.0,115.0,63.0,0.4,0.5696,0.51,5
1627,WATER QUALITY OF MEDIUM & MINOR RIVERS,"IMPHAL AT KIYAMGI, MANIPUR",MANIPUR,15.0,26.0,22.3,5.2,6.2,5.6,6.9,7.2,7.1,128.0,807.0,427.0,1.0,2.0,1.4,0.11,1.21,0.55,40.0,500.0,259.0,5.0,450.0,175.0,0.4,0.5696,0.51,5
1628,WATER QUALITY OF MEDIUM & MINOR RIVERS,IMPHAL AT MINUTHONG,MANIPUR,15.0,26.0,22.3,4.1,5.4,4.7,6.8,7.1,7.0,250.0,803.0,527.0,1.7,2.0,1.9,0.11,1.21,0.55,40.0,500.0,259.0,0.0,120.0,42.0,0.4,0.5696,0.51,5
2861,WATER QUALITY OF MEDIUM & MINOR RIVERS,"IMPHAL AT KANGLA MOAT, IMPHAL",MANIPUR,19.0,27.0,23.0,2.9,8.0,5.5,7.3,9.8,8.6,29.0,202.0,116.0,2.1,6.9,4.5,0.11,1.21,0.55,40.0,500.0,259.0,25.0,200.0,113.0,0.4,0.5696,0.51,5
2862,WATER QUALITY OF MEDIUM & MINOR RIVERS,"IMPHAL AT SAMUROU, IMPHAL WEST",MANIPUR,19.0,27.0,23.0,4.5,9.0,6.8,6.7,6.9,6.8,149.0,171.0,160.0,1.3,1.6,1.5,0.11,1.21,0.55,40.0,500.0,259.0,15.0,30.0,23.0,0.4,0.5696,0.51,5
2864,WATER QUALITY OF MEDIUM & MINOR RIVERS,"IMPHAL AT SEKMAI, IMPHAL EAST",MANIPUR,20.0,26.0,23.0,5.6,8.3,7.0,7.2,7.6,7.4,0.0,93.0,47.0,1.0,1.0,1.0,0.11,1.21,0.55,40.0,500.0,259.0,5.0,5.0,5.0,0.4,0.5696,0.51,5
2874,WATER QUALITY OF MEDIUM & MINOR RIVERS,IRANG RIVER AT TAMENGLONG,MANIPUR,20.0,26.0,23.0,4.7,9.8,7.3,7.3,8.2,7.8,106.0,125.0,116.0,1.2,1.2,1.2,0.11,1.21,0.55,40.0,500.0,259.0,5.0,15.0,10.0,0.4,0.5696,0.51,5
1458,WATER QUALITY OF MEDIUM & MINOR RIVERS,"IRIL AT PORAMPET, MANIPUR",MANIPUR,14.0,26.0,22.0,4.4,6.9,5.5,7.1,7.7,7.3,40.0,286.0,179.0,0.8,1.5,1.2,0.11,1.21,0.55,40.0,500.0,259.0,5.0,200.0,75.0,0.4,0.5696,0.51,5
1624,WATER QUALITY OF MEDIUM & MINOR RIVERS,"IRIL AT LILONG, MANIPUR",MANIPUR,14.0,27.0,22.3,3.1,5.7,4.7,7.2,7.6,7.4,171.0,299.0,220.0,1.2,2.1,1.6,0.11,1.21,0.55,40.0,500.0,259.0,10.0,320.0,140.0,0.4,0.5696,0.51,5
2863,WATER QUALITY OF MEDIUM & MINOR RIVERS,"IRIL RIVER AT KANGLA SIPHAI, IMPHALEAST, MANIPUR",MANIPUR,27.0,27.0,27.0,4.9,4.9,4.9,7.0,7.0,7.0,180.0,180.0,180.0,1.2,1.2,1.2,0.11,1.21,0.55,40.0,500.0,259.0,10.0,10.0,10.0,0.4,0.5696,0.51,5
2873,WATER QUALITY OF MEDIUM & MINOR RIVERS,IRIL RIVER AT LILONG (THOUBAL ),MANIPUR,30.0,30.0,30.0,5.8,5.8,5.8,7.8,7.8,7.8,367.0,367.0,367.0,6.2,6.2,6.2,0.11,1.21,0.55,40.0,500.0,259.0,95.0,95.0,95.0,0.4,0.5696,0.51,5
1925,WATER QUALITY OF MEDIUM & MINOR RIVERS,KHUGA RIVER (CHURACHANDPUR),MANIPUR,15.0,28.0,23.0,4.3,6.8,5.8,7.2,7.7,7.4,195.0,354.0,249.0,0.9,1.2,1.0,0.11,1.21,0.55,40.0,500.0,259.0,5.0,100.0,37.0,0.4,0.5696,0.51,5
2877,WATER QUALITY OF MEDIUM & MINOR RIVERS,"KHUGA DAM ON KHUGA RIVER,CHURACHANDPUR, MANIPUR",MANIPUR,20.0,26.0,23.0,4.1,8.3,6.2,6.7,7.0,6.9,174.0,190.0,182.0,1.9,2.3,2.1,0.11,1.21,0.55,40.0,500.0,259.0,5.0,10.0,8.0,0.4,0.5696,0.51,5
1926,WATER QUALITY OF MEDIUM & MINOR RIVERS,"KHUJAIROK, MOREH (CHANDEL DIST.)",MANIPUR,14.0,27.0,22.7,4.7,6.0,5.5,7.5,8.0,7.7,229.0,504.0,356.0,1.1,1.3,1.2,0.11,1.21,0.55,40.0,500.0,259.0,35.0,500.0,202.0,0.4,0.5696,0.51,5
2878,WATER QUALITY OF MEDIUM & MINOR RIVERS,"LOKCHAO RIVER AT BISHNUPUR,MANIPUR",MANIPUR,20.0,26.0,23.0,3.7,6.4,5.1,6.8,6.9,6.9,175.0,206.0,190.0,2.1,2.4,2.3,0.11,1.21,0.55,40.0,500.0,259.0,5.0,60.0,33.0,0.4,0.5696,0.51,5
2867,WATER QUALITY OF MEDIUM & MINOR RIVERS,"MAHA RIVER AT CHANDEL, MANIPUR",MANIPUR,21.0,26.0,23.5,4.7,5.7,5.2,7.0,7.1,7.1,157.0,171.0,164.0,1.2,4.4,2.8,0.11,1.21,0.55,40.0,500.0,259.0,5.0,35.0,20.0,0.4,0.5696,0.51,5
2852,WATER QUALITY OF MEDIUM & MINOR RIVERS,"MANIPUR RIVER AT SEKMAIJAN, DISTT. THOUBAL, MANIPUR",MANIPUR,20.0,26.0,23.0,4.0,5.1,4.6,6.7,7.2,7.0,164.0,212.0,188.0,1.3,4.2,2.8,0.11,1.21,0.55,40.0,500.0,259.0,10.0,25.0,18.0,0.4,0.5696,0.51,5
2879,WATER QUALITY OF MEDIUM & MINOR RIVERS,MANIPUR RIVER AT ETHAI BARRAGEON MANIPUR RIVER AT BISHNUPUR,MANIPUR,20.0,27.0,23.5,4.6,6.5,5.6,6.4,6.8,6.6,158.0,171.0,165.0,1.8,1.9,1.9,0.11,1.21,0.55,40.0,500.0,259.0,20.0,25.0,23.0,0.4,0.5696,0.51,5
1625,WATER QUALITY OF MEDIUM & MINOR RIVERS,NAMBUL RIVER AT HUMP BRIDGE,MANIPUR,16.0,27.0,23.0,0.2,5.1,1.9,6.5,7.0,6.8,259.0,712.0,484.0,4.9,21.0,15.3,0.11,1.21,0.55,40.0,500.0,259.0,120.0,2200.0,1075.0,0.4,0.5696,0.51,5
1626,WATER QUALITY OF MEDIUM & MINOR RIVERS,"NAMBUL RIVER AT HEIRANGOITHONG,MANIPUR",MANIPUR,16.0,27.0,23.0,0.3,5.9,2.5,7.0,7.4,7.1,225.0,592.0,424.0,4.6,30.5,16.7,0.11,1.21,0.55,40.0,500.0,259.0,95.0,1000.0,682.0,0.4,0.5696,0.51,5
2858,WATER QUALITY OF MEDIUM & MINOR RIVERS,"NAMBUL RIVER AT SAMUSANG (U.K. ROAD), DIST. IMPHAL WEST",MANIPUR,19.0,26.0,22.5,4.1,6.8,5.5,6.8,6.9,6.9,104.0,133.0,118.0,1.2,4.3,2.8,0.11,1.21,0.55,40.0,500.0,259.0,5.0,15.0,10.0,0.4,0.5696,0.51,5
2859,WATER QUALITY OF MEDIUM & MINOR RIVERS,"NAMBUL RIVER AT SINGDA DAM,IMPHAL WEST, MANIPUR",MANIPUR,20.0,26.0,23.0,3.9,8.0,6.0,6.7,7.3,7.0,57.0,143.0,100.0,1.2,7.1,4.2,0.11,1.21,0.55,40.0,500.0,259.0,5.0,15.0,10.0,0.4,0.5696,0.51,5
2860,WATER QUALITY OF MEDIUM & MINOR RIVERS,"NAMBUL RIVER AT NAOREMTHONG,IMPHAL WEST, MANIPUR",MANIPUR,19.0,26.0,22.5,3.5,6.2,4.9,6.5,7.3,6.9,57.0,129.0,93.0,2.2,4.9,3.6,0.11,1.21,0.55,40.0,500.0,259.0,15.0,35.0,25.0,0.4,0.5696,0.51,5
2880,WATER QUALITY OF MEDIUM & MINOR RIVERS,"NAMBUL RIVER AT BISHNUPUR,MANIPUR",MANIPUR,20.0,20.0,20.0,4.8,4.8,4.8,7.0,7.0,7.0,167.1,167.1,167.1,2.8,2.8,2.8,0.11,1.21,0.55,40.0,500.0,259.0,110.0,700.0,409.0,0.4,0.5696,0.51,5
1927,WATER QUALITY OF MEDIUM & MINOR RIVERS,"SEKMAI RIVER, KAKCHING (THOUBALDIST.)",MANIPUR,15.0,27.0,22.7,4.2,6.8,5.4,7.1,7.3,7.2,141.0,315.0,211.0,1.0,1.2,1.1,0.11,1.21,0.55,40.0,500.0,259.0,15.0,200.0,78.0,0.4,0.5696,0.51,5
2853,WATER QUALITY OF MEDIUM & MINOR RIVERS,"THOUBAL RIVER AT MAPITHEL DAM,DISTT. THOUBAL, MANIPUR",MANIPUR,26.0,26.0,26.0,6.0,6.0,6.0,7.5,7.5,7.5,231.0,231.0,231.0,1.1,1.1,1.1,0.11,1.21,0.55,40.0,500.0,259.0,10.0,10.0,10.0,0.4,0.5696,0.51,5
2854,WATER QUALITY OF MEDIUM & MINOR RIVERS,"THOUBAL RIVER AT PHADOM, DISTT.THOUBAL, MANIPUR",MANIPUR,19.0,19.0,19.0,5.6,5.6,5.6,7.1,7.1,7.1,319.0,319.0,319.0,4.4,4.4,4.4,0.11,1.21,0.55,40.0,500.0,259.0,15.0,15.0,15.0,0.4,0.5696,0.51,5
2856,WATER QUALITY OF MEDIUM & MINOR RIVERS,"THOUBAL RIVER AT YAIRIPOK, DISTT.THOUBAL, MANIPUR",MANIPUR,19.0,26.0,22.5,4.9,6.4,5.7,6.8,7.0,6.9,205.0,316.0,261.0,1.2,3.3,2.3,0.11,1.21,0.55,40.0,500.0,259.0,45.0,60.0,53.0,0.4,0.5696,0.51,5
2870,WATER QUALITY OF MEDIUM & MINOR RIVERS,"THOUBAL RIVER AT SONGKHONG, (UKL DIST.)",MANIPUR,18.9,18.9,18.9,9.9,9.9,9.9,7.1,7.1,7.1,163.0,163.0,163.0,1.0,1.0,1.0,0.11,1.21,0.55,40.0,500.0,259.0,35.0,35.0,35.0,0.4,0.5696,0.51,5
2872,WATER QUALITY OF MEDIUM & MINOR RIVERS,THOUBAL RIVER AT LITAN (UKL DIST.),MANIPUR,21.0,21.0,21.0,6.1,6.1,6.1,7.6,7.6,7.6,163.0,163.0,163.0,4.5,4.5,4.5,0.11,1.21,0.55,40.0,500.0,259.0,25.0,25.0,25.0,0.4,0.5696,0.51,5
2855,WATER QUALITY OF MEDIUM & MINOR RIVERS,"WANGJING RIVER AT HEIROK, DISTT. THOUBAL, MANIPUR",MANIPUR,19.0,26.0,22.5,5.0,5.2,5.1,6.9,7.0,6.9,164.0,177.0,170.0,1.2,3.8,2.5,0.11,1.21,0.55,40.0,500.0,259.0,5.0,15.0,10.0,0.4,0.5696,0.51,5
2876,WATER QUALITY OF MEDIUM & MINOR RIVERS,"WANGJING RIVER AT WANGJING,DISTT. THOUBAL, MANIPUR",MANIPUR,20.0,26.0,23.0,2.9,4.6,3.8,7.0,7.0,7.0,188.0,196.0,192.0,2.7,3.2,3.0,0.11,1.21,0.55,40.0,500.0,259.0,15.0,30.0,23.0,0.4,0.5696,0.51,5
1632,WATER QUALITY OF MEDIUM & MINOR RIVERS,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,18.0,28.0,24.4,6.1,9.1,7.8,7.0,7.5,7.2,105.0,160.0,139.0,1.0,2.7,1.9,0.3,0.8,0.56,170.0,360.0,263.0,260.0,490.0,359.0,0.4,0.5696,0.51,5
1428,WATER QUALITY OF MEDIUM & MINOR RIVERS,"KHARKHLA NEAR SUTNGAKHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,16.0,26.0,21.8,4.9,8.2,6.5,2.5,3.4,3.1,150.0,870.0,489.0,5.0,7.5,6.1,0.14,1.0,0.52,16.0,63.0,32.0,22.0,94.0,47.0,0.4,0.5696,0.51,5
1631,WATER QUALITY OF MEDIUM & MINOR RIVERS,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,15.0,25.0,20.8,6.0,8.0,7.3,6.8,7.3,7.0,130.0,190.0,162.0,1.5,3.0,2.2,0.2,1.2,0.69,920.0,2800.0,2085.0,1600.0,3500.0,2633.0,0.4,0.5696,0.51,5
1633,WATER QUALITY OF MEDIUM & MINOR RIVERS,SIMSANG RIVER WILLIAMNAGAR,MEGHALAYA,20.0,30.0,25.2,6.9,9.4,7.8,6.9,7.3,7.1,100.0,155.0,136.0,1.0,2.8,1.9,0.3,0.94,0.52,220.0,420.0,303.0,290.0,500.0,409.0,0.4,0.5696,0.51,5
1427,WATER QUALITY OF MEDIUM & MINOR RIVERS,UMTREW AT BYRNIHAT EAST,MEGHALAYA,18.0,28.0,24.0,5.6,9.6,7.7,6.8,7.3,7.1,135.0,280.0,205.0,5.0,8.8,7.0,0.13,2.11,0.84,220.0,450.0,303.0,260.0,630.0,461.0,0.4,0.5696,0.51,5
2050,WATER QUALITY OF MEDIUM & MINOR RIVERS,TLAWNG UPSTREAM AIZAWL,MIZORAM,20.0,26.0,23.4,6.5,9.5,8.1,6.8,7.8,7.1,164.0,338.0,267.0,0.4,1.8,1.0,0.1,0.13,0.11,0.0,7.0,2.0,3.0,21.0,12.0,0.4,0.5696,0.51,5
2051,WATER QUALITY OF MEDIUM & MINOR RIVERS,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,20.0,26.0,23.4,6.4,9.3,8.0,6.7,7.9,7.0,175.0,351.0,278.0,0.1,1.7,1.1,0.1,0.12,0.11,0.0,7.0,3.0,10.0,28.0,18.0,0.4,0.5696,0.51,5
2052,WATER QUALITY OF MEDIUM & MINOR RIVERS,TUIRIAL UPPER CATCHMENT,MIZORAM,18.0,28.0,23.2,5.6,8.6,6.9,6.8,8.0,7.2,179.0,318.0,268.0,0.3,1.4,1.1,0.1,0.13,0.11,0.0,15.0,6.0,14.0,150.0,37.0,0.4,0.5696,0.51,5
2053,WATER QUALITY OF MEDIUM & MINOR RIVERS,TUIRIAL LOWER CATCHMENT,MIZORAM,18.0,28.0,23.3,5.9,7.9,6.8,6.6,7.7,7.1,198.0,359.0,286.0,0.5,1.7,1.3,0.1,0.14,0.11,3.0,14.0,8.0,20.0,39.0,29.0,0.4,0.5696,0.51,5
1403,WATER QUALITY OF MEDIUM & MINOR RIVERS,GUMTI AT UPSTREAM SOUTH TRIPURA,TRIPURA,25.5,30.0,28.4,6.5,6.8,6.6,7.6,7.9,7.8,142.0,158.0,149.0,1.4,2.6,1.8,0.11,1.21,0.55,13.0,280.0,209.0,320.0,360.0,340.0,0.4,0.5696,0.51,5
1404,WATER QUALITY OF MEDIUM & MINOR RIVERS,GUMTI AT DOWNSTREAM SOUTH TRIPURA,TRIPURA,26.5,30.0,28.6,5.4,6.6,6.3,7.7,8.2,8.0,156.0,176.0,164.0,2.4,4.2,3.4,0.16,0.45,0.3,10.0,540.0,380.0,460.0,580.0,528.0,0.4,0.5696,0.51,5
1726,WATER QUALITY OF MEDIUM & MINOR RIVERS,"CHANDRAPUR, AGARTALA DOWNSTREAM OFHAORA RIVER, TRIPURA",TRIPURA,27.0,29.5,28.5,6.2,6.8,6.6,7.6,8.1,7.9,178.0,220.0,196.0,3.2,5.1,4.4,0.58,1.2,0.8,25.0,580.0,425.0,620.0,680.0,648.0,0.4,0.5696,0.51,5
2267,WATER QUALITY OF MEDIUM & MINOR RIVERS,"CREEK AT DANDO MOLLO,VELSAO,MAMUGAO",GOA,24.0,32.0,28.6,2.2,8.5,6.4,5.6,8.3,6.9,10.0,1796.0,244.0,0.5,6.8,2.1,0.17,3.69,1.15,4.0,11.0,7.0,10.0,200.0,129.0,0.4,0.5696,0.51,5
2080,WATER QUALITY OF MEDIUM & MINOR RIVERS,MASMA KHADI- OLPAD- SARAS ROAD,GUJARAT,26.0,30.0,28.0,5.3,7.5,6.4,7.6,7.9,7.8,812.0,1249.0,1032.0,1.7,3.8,2.7,0.12,0.42,0.21,900.0,4300.0,2108.0,2400.0,9300.0,4975.0,0.4,0.5696,0.51,5
1316,WATER QUALITY OF MEDIUM & MINOR RIVERS,BASSEIN CREEK AT BASSIN IN THANE,MAHARASHTRA,26.0,28.0,26.3,4.0,6.8,5.4,7.3,8.2,7.9,1523.0,56430.0,35094.0,4.0,14.0,8.8,0.11,4.5,1.82,130.0,550.0,353.0,350.0,900.0,692.0,0.4,0.5696,0.51,5
1318,WATER QUALITY OF MEDIUM & MINOR RIVERS,MAHIM CREEK AT MAHIM BAY,MAHARASHTRA,22.0,29.0,27.7,2.8,5.4,4.4,6.8,7.9,7.6,5432.0,52240.0,28753.0,5.0,18.0,12.0,0.33,4.15,1.77,140.0,1600.0,913.0,550.0,1800.0,1173.0,0.4,0.5696,0.51,5
1317,WATER QUALITY OF MEDIUM & MINOR RIVERS,"THANE CREEK AT ELEPHANTA ISLAND, MAHARASHTRA",MAHARASHTRA,22.0,29.0,28.1,2.7,6.0,4.8,7.4,8.3,7.9,19160.0,60860.0,43480.0,4.6,19.0,11.3,0.05,4.01,1.54,250.0,1800.0,1117.0,900.0,1800.0,1333.0,0.4,0.5696,0.51,5
2793,WATER QUALITY OF MEDIUM & MINOR RIVERS,"THANE CREEK AT KALWA ROADBRIDGE, KALWA, THANE",MAHARASHTRA,28.0,34.0,30.4,2.6,7.6,4.9,7.1,7.9,7.5,311.0,30910.0,17278.0,4.6,48.0,12.4,0.6,4.0,1.41,35.0,1600.0,731.0,95.0,1600.0,1066.0,0.4,0.5696,0.51,5
2791,WATER QUALITY OF MEDIUM & MINOR RIVERS,"ULHAS CREEK AT RETI BUNDER, DOWNSTREAM OF KALYAN-BHIWANDI BDG, KALYAN,",MAHARASHTRA,23.0,32.0,28.4,0.3,7.0,4.8,6.9,8.1,7.4,133.0,20460.0,7337.0,3.0,40.0,10.4,0.48,7.5,2.37,35.0,1800.0,794.0,70.0,1800.0,989.0,0.4,0.5696,0.51,5
2792,WATER QUALITY OF MEDIUM & MINOR RIVERS,"ULAHS CREEK AT MUMBRA RETIBUNDER, VILLAGE MUMBRA, THANE",MAHARASHTRA,28.0,34.0,30.3,2.3,6.0,4.3,7.2,7.9,7.6,209.0,36220.0,20374.0,5.4,14.0,9.3,0.66,5.44,2.19,35.0,1800.0,705.0,95.0,1800.0,879.0,0.4,0.5696,0.51,5
2794,WATER QUALITY OF MEDIUM & MINOR RIVERS,"ULHAS CREEK AT KOSHLET RETI BUNDER, KOLSHET, THANE",MAHARASHTRA,28.0,32.0,30.3,3.5,6.8,4.9,7.2,7.9,7.6,230.0,30530.0,17983.0,5.0,13.0,8.9,0.54,6.38,2.27,125.0,1800.0,834.0,350.0,1800.0,1091.0,0.4,0.5696,0.51,5
2795,WATER QUALITY OF MEDIUM & MINOR RIVERS,"ULHAS CREEK AT GAIMUKH AT NAGLABUNDER ON GHOD BUNDER ROAD, NAGLA, THANE",MAHARASHTRA,28.0,34.0,30.4,3.1,6.9,4.8,7.3,7.9,7.6,173.0,43850.0,24539.0,4.0,13.0,8.9,0.08,5.4,2.08,110.0,550.0,365.0,225.0,900.0,683.0,0.4,0.5696,0.51,5
2796,WATER QUALITY OF MEDIUM & MINOR RIVERS,"ULHAS CREEK AT VERSOVA BRIDGE, VERSOVA, VASAI, THANE",MAHARASHTRA,26.0,27.0,26.2,3.2,6.8,5.2,7.5,8.3,7.8,167.0,60060.0,31502.0,4.6,15.0,9.7,0.11,4.38,2.06,80.0,1800.0,615.0,250.0,1800.0,846.0,0.4,0.5696,0.51,5
2184,WATER QUALITY OF MEDIUM & MINOR RIVERS,VASHI CREEK AT AIROLI BRIDGE.,MAHARASHTRA,23.0,32.0,26.8,2.8,6.4,4.4,7.1,8.4,7.7,1646.0,54020.0,31048.0,5.0,180.0,24.6,0.48,3.82,1.86,140.0,1600.0,517.0,225.0,1800.0,860.0,0.4,0.5696,0.51,5
2185,WATER QUALITY OF MEDIUM & MINOR RIVERS,VASHI CREEK AT VASHII BRIDGE.,MAHARASHTRA,20.0,38.0,27.7,3.9,6.6,4.8,7.3,8.6,7.7,1713.0,48430.0,31009.0,4.0,14.0,10.4,1.0,2.48,1.74,130.0,1800.0,662.0,250.0,1800.0,968.0,0.4,0.5696,0.51,5
2797,WATER QUALITY OF MEDIUM & MINOR RIVERS,"BHAYANDER CREEK AT DOWNSTREAM OFRAILWAY BRIDGE, JASAL PARK CHOUPATHY, NAVGHAR, BHAYANDER, THANE",MAHARASHTRA,25.0,28.0,26.3,1.9,5.8,4.7,7.3,8.2,7.7,2798.0,60970.0,33756.0,5.0,23.0,10.9,0.32,4.15,2.18,140.0,900.0,462.0,225.0,900.0,640.0,0.4,0.5696,0.51,5
2798,WATER QUALITY OF MEDIUM & MINOR RIVERS,"KHAREKURAN MURBE CREEK,KHAREKURAN, PALGHAR, THANE",MAHARASHTRA,27.0,30.0,27.5,3.9,5.9,5.1,7.2,8.2,7.7,3114.0,60670.0,43780.0,4.8,20.0,11.1,0.27,7.98,2.44,80.0,1600.0,333.0,250.0,1800.0,583.0,0.4,0.5696,0.51,5
2799,WATER QUALITY OF MEDIUM & MINOR RIVERS,"DANDI CREEK, PALGHAR, THANE",MAHARASHTRA,27.0,30.0,27.3,3.9,5.9,5.1,7.1,8.1,7.8,4062.0,60670.0,42282.0,4.8,15.0,9.5,0.29,2.42,1.86,50.0,550.0,217.0,170.0,900.0,419.0,0.4,0.5696,0.51,5
